Using Best Grid Path: false
Using Waypoints: false
Using Best Waypoint Path: false
Heuristic: Stanford Distance


0_WaypointTraversalTime	0_GridTraversalTime	0_TotalTraversalTime	1_WaypointTraversalTime	1_GridTraversalTime	1_TotalTraversalTime	2_WaypointTraversalTime	2_GridTraversalTime	2_TotalTraversalTime	3_WaypointTraversalTime	3_GridTraversalTime	3_TotalTraversalTime	4_WaypointTraversalTime	4_GridTraversalTime	4_TotalTraversalTime	5_WaypointTraversalTime	5_GridTraversalTime	5_TotalTraversalTime	6_WaypointTraversalTime	6_GridTraversalTime	6_TotalTraversalTime	7_WaypointTraversalTime	7_GridTraversalTime	7_TotalTraversalTime	8_WaypointTraversalTime	8_GridTraversalTime	8_TotalTraversalTime	
0	17.975	17.975	0	6.93211	6.93211	0	19.0471	19.0471	0	14.3155	14.3155	0	17.2137	17.2137	0	19.1975	19.1975	0	9.22297	9.22297	0	9.37956	9.37956	0	18.214	18.214	
0	18.2017	18.2017	0	7.02478	7.02478	0	17.5178	17.5178	0	22.0072	22.0072	0	14.9478	14.9478	0	24.0153	24.0153	0	8.97576	8.97576	0	5.97583	5.97583	0	28.2023	28.2023	
0	20.4831	20.4831	0	9.46109	9.46109	0	17.2492	17.2492	0	14.0249	14.0249	0	14.7211	14.7211	0	22.3244	22.3244	0	9.0828	9.0828	0	10.4963	10.4963	0	16.7721	16.7721	
0	17.3606	17.3606	0	11.4118	11.4118	0	22.1198	22.1198	0	15.8181	15.8181	0	14.7299	14.7299	0	19.1981	19.1981	0	11.0737	11.0737	0	9.1086	9.1086	0	16.4815	16.4815	
0	16.6598	16.6598	0	6.00632	6.00632	0	16.8642	16.8642	0	18.3808	18.3808	0	16.1803	16.1803	0	21.4796	21.4796	0	14.1736	14.1736	0	5.9811	5.9811	0	23.6781	23.6781	
0	16.7859	16.7859	0	6.10749	6.10749	0	17.3606	17.3606	0	14.1384	14.1384	0	14.7885	14.7885	0	19.9606	19.9606	0	9.05699	9.05699	0	6.93475	6.93475	0	17.3894	17.3894	
0	23.4713	23.4713	0	9.7297	9.7297	0	18.8037	18.8037	0	14.112	14.112	0	15.3874	15.3874	0	28.2346	28.2346	0	10.4913	10.4913	0	6.21834	6.21834	0	19.3697	19.3697	
0	17.0809	17.0809	0	6.11189	6.11189	0	24.3543	24.3543	0	14.0428	14.0428	0	14.6739	14.6739	0	24.0039	24.0039	0	10.376	10.376	0	6.12919	6.12919	0	16.6691	16.6691	
0	25.4009	25.4009	0	11.2473	11.2473	0	20.0597	20.0597	0	13.9598	13.9598	0	15.4237	15.4237	0	19.148	19.148	0	9.13675	9.13675	0	7.30307	7.30307	0	16.9524	16.9524	
0	21.8359	21.8359	0	8.47665	8.47665	0	22.3438	22.3438	0	15.6058	15.6058	0	15.5935	15.5935	0	19.4967	19.4967	0	11.2417	11.2417	0	5.94034	5.94034	0	23.3889	23.3889	
0	16.314	16.314	0	6.28139	6.28139	0	23.181	23.181	0	14.0636	14.0636	0	14.763	14.763	0	25.2871	25.2871	0	9.09805	9.09805	0	7.02155	7.02155	0	19.5383	19.5383	
0	16.6158	16.6158	0	6.03447	6.03447	0	19.1612	19.1612	0	14.0223	14.0223	0	35.1661	35.1661	0	19.1371	19.1371	0	10.5798	10.5798	0	7.17023	7.17023	0	18.8591	18.8591	
0	18.7442	18.7442	0	8.38956	8.38956	0	22.779	22.779	0	13.7672	13.7672	0	22.2799	22.2799	0	18.7668	18.7668	0	9.5517	9.5517	0	6.00251	6.00251	0	17.0782	17.0782	
