Using Best Grid Path: false
Using Waypoints: false
Using Best Waypoint Path: false
Heuristic: Manhattan Distance


0_WaypointTraversalTime	0_GridTraversalTime	0_TotalTraversalTime	1_WaypointTraversalTime	1_GridTraversalTime	1_TotalTraversalTime	2_WaypointTraversalTime	2_GridTraversalTime	2_TotalTraversalTime	3_WaypointTraversalTime	3_GridTraversalTime	3_TotalTraversalTime	4_WaypointTraversalTime	4_GridTraversalTime	4_TotalTraversalTime	5_WaypointTraversalTime	5_GridTraversalTime	5_TotalTraversalTime	6_WaypointTraversalTime	6_GridTraversalTime	6_TotalTraversalTime	7_WaypointTraversalTime	7_GridTraversalTime	7_TotalTraversalTime	8_WaypointTraversalTime	8_GridTraversalTime	8_TotalTraversalTime	
0	25.3329	25.3329	0	47.865	47.865	0	0.462747	0.462747	0	17.1331	17.1331	0	19.9081	19.9081	0	37.9801	37.9801	0	46.4711	46.4711	0	1.92664	1.92664	0	0.325213	0.325213	
0	24.3643	24.3643	0	34.6356	34.6356	0	0.571249	0.571249	0	17.7888	17.7888	0	19.7468	19.7468	0	37.6787	37.6787	0	44.5911	44.5911	0	1.91755	1.91755	0	0.285624	0.285624	
0	23.9077	23.9077	0	37.1121	37.1121	0	0.213485	0.213485	0	26.8112	26.8112	0	19.2603	19.2603	0	40.9657	40.9657	0	53.0399	53.0399	0	2.5803	2.5803	0	0.467145	0.467145	
0	26.5789	26.5789	0	34.2869	34.2869	0	0.14897	0.14897	0	25.8467	25.8467	0	23.3892	23.3892	0	41.4375	41.4375	0	49.145	49.145	0	3.22427	3.22427	0	0.466559	0.466559	
0	23.6065	23.6065	0	49.5218	49.5218	0	0.252781	0.252781	0	17.5568	17.5568	0	20.6664	20.6664	0	51.0529	51.0529	0	48.3391	48.3391	0	3.9093	3.9093	0	0.522863	0.522863	
0	28.3762	28.3762	0	39.4948	39.4948	0	0.433422	0.433422	0	20.3406	20.3406	0	24.8127	24.8127	0	38.9393	38.9393	0	48.516	48.516	0	3.16474	3.16474	0	0.542804	0.542804	
0	24.0092	24.0092	0	38.3543	38.3543	0	0.320521	0.320521	0	18.9981	18.9981	0	23.6854	23.6854	0	44.6108	44.6108	0	46.7034	46.7034	0	1.88354	1.88354	0	0.220816	0.220816	
0	25.5135	25.5135	0	34.3614	34.3614	0	0.143399	0.143399	0	27.3795	27.3795	0	31.8061	31.8061	0	57.2595	57.2595	0	43.0372	43.0372	0	2.03984	2.03984	0	0.321107	0.321107	
0	31.6207	31.6207	0	34.3025	34.3025	0	0.392367	0.392367	0	22.3327	22.3327	0	27.7179	27.7179	0	42.4621	42.4621	0	43.6879	43.6879	0	3.74772	3.74772	0	0.431956	0.431956	
0	29.9363	29.9363	0	35.0139	35.0139	0	0.27624	0.27624	0	17.741	17.741	0	28.9006	28.9006	0	55.7627	55.7627	0	43.6601	43.6601	0	2.64012	2.64012	0	0.279759	0.279759	
